Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2008
Nomemapa=c:\tabwin\br_municip.map
"Município";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"316050 SANTO ANTONIO DO RIO ABAIXO";0;0;0;0;0;0;0;0
"316060 SANTO HIPOLITO";0;0;0;0;0;0;0;0
"316070 SANTOS DUMONT";1363;5164;54;0;1;9;697;7288
"316080 SAO BENTO ABADE";0;0;0;0;0;0;0;0
"316090 SAO BRAS DO SUACUI";0;0;0;0;0;0;0;0
"316095 SAO DOMINGOS DAS DORES";0;0;0;0;0;0;0;0
"316100 SAO DOMINGOS DO PRATA";354;317;24;0;0;0;124;819
"316105 SAO FELIX DE MINAS";0;0;0;0;0;0;0;0
"316110 SAO FRANCISCO";937;302;81;0;0;0;571;1891
"316120 SAO FRANCISCO DE PAULA";0;0;0;0;0;0;0;0
"316130 SAO FRANCISCO DE SALES";0;0;0;0;0;0;0;0
"316140 SAO FRANCISCO DO GLORIA";0;0;0;0;0;0;0;0
"316150 SAO GERALDO";0;0;0;0;0;0;0;0
"316160 SAO GERALDO DA PIEDADE";0;0;0;0;0;0;0;0
"316165 SAO GERALDO DO BAIXIO";0;0;0;0;0;0;0;0
"316170 SAO GONCALO DO ABAETE";0;0;0;0;0;0;0;0
"316180 SAO GONCALO DO PARA";0;0;0;0;0;0;0;0
"316190 SAO GONCALO DO RIO ABAIXO";0;0;0;0;0;0;0;0
"316200 SAO GONCALO DO SAPUCAI";282;113;47;0;4;0;264;710
"316210 SAO GOTARDO";254;62;28;0;1;0;58;403
"316220 SAO JOAO BATISTA DO GLORIA";117;22;10;0;0;0;53;202
"316225 SAO JOAO DA LAGOA";0;0;0;0;0;0;0;0
"316230 SAO JOAO DA MATA";0;0;0;0;0;0;0;0
"316240 SAO JOAO DA PONTE";19;85;63;0;0;0;3;170
"316245 SAO JOAO DAS MISSOES";0;0;0;0;0;0;0;0
"316250 SAO JOAO DEL REI";9782;9315;192;0;17;23;1614;20943
"316255 SAO JOAO DO MANHUACU";0;0;0;0;0;0;0;0
"316257 SAO JOAO DO MANTENINHA";26;12;0;0;0;0;0;38
"316260 SAO JOAO DO ORIENTE";0;0;0;0;0;0;0;0
"316265 SAO JOAO DO PACUI";0;0;0;0;0;0;0;0
"316270 SAO JOAO DO PARAISO";201;78;7;0;1;0;279;566
"316280 SAO JOAO EVANGELISTA";245;621;15;0;0;0;272;1153
"316290 SAO JOAO NEPOMUCENO";496;345;23;0;0;0;256;1120
"316292 SAO JOAQUIM DE BICAS";0;0;0;0;0;0;0;0
"316294 SAO JOSE DA BARRA";0;0;0;0;0;0;0;0
"316295 SAO JOSE DA LAPA";0;0;0;0;0;0;0;0
"316300 SAO JOSE DA SAFIRA";0;0;0;0;0;0;0;0
"316310 SAO JOSE DA VARGINHA";0;0;0;0;0;0;0;0
"316320 SAO JOSE DO ALEGRE";0;0;0;0;0;0;0;0
"316330 SAO JOSE DO DIVINO";0;0;0;0;0;0;0;0
"316340 SAO JOSE DO GOIABAL";0;0;0;0;0;0;0;0
"316350 SAO JOSE DO JACURI";0;0;0;0;0;0;0;0
"316360 SAO JOSE DO MANTIMENTO";0;0;0;0;0;0;0;0
"316370 SAO LOURENCO";3768;1646;270;0;4;81;1275;7044
"316380 SAO MIGUEL DO ANTA";0;0;0;0;0;0;0;0
"316390 SAO PEDRO DA UNIAO";7;21;0;0;0;0;0;28
"316400 SAO PEDRO DOS FERROS";78;174;0;0;0;0;75;327
"316410 SAO PEDRO DO SUACUI";0;0;0;0;0;0;0;0
"316420 SAO ROMAO";41;62;11;0;0;0;27;141
"316430 SAO ROQUE DE MINAS";6;3;0;0;0;0;0;9
"316440 SAO SEBASTIAO DA BELA VISTA";0;0;0;0;0;0;0;0
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";0;0;0;0;0;0;0;0
"316447 SAO SEBASTIAO DO ANTA";0;0;0;0;0;0;0;0
"316450 SAO SEBASTIAO DO MARANHAO";0;0;0;0;0;0;0;0
"316460 SAO SEBASTIAO DO OESTE";0;0;0;0;0;0;0;0
"316470 SAO SEBASTIAO DO PARAISO";4365;2766;158;0;25;93;668;8075
"316480 SAO SEBASTIAO DO RIO PRETO";0;0;0;0;0;0;0;0
"316490 SAO SEBASTIAO DO RIO VERDE";0;0;0;0;0;0;0;0
"316500 SAO TIAGO";52;89;4;0;0;0;67;212
"316510 SAO TOMAS DE AQUINO";0;0;0;0;0;0;0;0
"316520 SAO THOME DAS LETRAS";0;0;0;0;0;0;0;0
"316530 SAO VICENTE DE MINAS";168;134;8;0;0;0;3;313
"316540 SAPUCAI-MIRIM";0;0;0;0;0;0;0;0
"316550 SARDOA";0;0;0;0;0;0;0;0
"316553 SARZEDO";0;0;0;0;0;0;0;0
"316555 SETUBINHA";0;0;0;0;0;0;0;0
"316556 SEM-PEIXE";0;0;0;0;0;0;0;0
"316557 SENADOR AMARAL";0;0;0;0;0;0;0;0
"316560 SENADOR CORTES";0;0;0;0;0;0;0;0
"316570 SENADOR FIRMINO";266;75;0;0;0;0;106;447
"316580 SENADOR JOSE BENTO";0;0;0;0;0;0;0;0
"316590 SENADOR MODESTINO GONCALVES";0;0;0;0;0;0;0;0
"316600 SENHORA DE OLIVEIRA";0;0;0;0;0;0;0;0
"316610 SENHORA DO PORTO";0;0;0;0;0;0;0;0
"316620 SENHORA DOS REMEDIOS";0;0;0;0;0;0;0;0
"316630 SERICITA";0;0;0;0;0;0;0;0
"316640 SERITINGA";0;0;0;0;0;0;0;0
"316650 SERRA AZUL DE MINAS";0;0;0;0;0;0;0;0
"316660 SERRA DA SAUDADE";0;0;0;0;0;0;0;0
"316670 SERRA DOS AIMORES";0;0;0;0;0;0;0;0
"316680 SERRA DO SALITRE";0;0;0;0;0;0;0;0
"316690 SERRANIA";52;186;4;0;0;0;0;242
"316695 SERRANOPOLIS DE MINAS";0;0;0;0;0;0;0;0
"316700 SERRANOS";0;0;0;0;0;0;0;0
"316710 SERRO";446;338;45;0;2;0;271;1102
"316720 SETE LAGOAS";9776;7967;492;0;32;118;2945;21330
"316730 SILVEIRANIA";0;0;0;0;0;0;0;0
"316740 SILVIANOPOLIS";107;243;14;0;0;0;59;423
"316750 SIMAO PEREIRA";0;0;0;0;0;0;0;0
"316760 SIMONESIA";0;0;0;0;0;0;0;0
"316770 SOBRALIA";0;0;0;0;0;0;0;0
"316780 SOLEDADE DE MINAS";0;0;0;0;0;0;0;0
"316790 TABULEIRO";0;0;0;0;0;0;0;0
"316800 TAIOBEIRAS";449;297;41;0;1;0;329;1117
"316805 TAPARUBA";0;0;0;0;0;0;0;0
"316810 TAPIRA";0;0;0;0;0;0;0;0
"316820 TAPIRAI";0;0;0;0;0;0;0;0
"316830 TAQUARACU DE MINAS";0;0;0;0;0;0;0;0
"316840 TARUMIRIM";19;72;11;0;0;0;0;102
"316850 TEIXEIRAS";68;37;0;0;0;0;0;105
"316860 TEOFILO OTONI";8825;7090;1032;0;80;103;4886;22016
"316870 TIMOTEO";2386;5311;164;0;5;10;722;8598
"316880 TIRADENTES";0;0;0;0;0;0;0;0
"316890 TIROS";17;12;0;0;0;0;18;47
"316900 TOCANTINS";0;0;0;0;0;0;0;0
"316905 TOCOS DO MOJI";0;0;0;0;0;0;0;0
"316910 TOLEDO";0;0;0;0;0;0;0;0
"316920 TOMBOS";124;245;2;0;0;0;78;449
"316930 TRES CORACOES";1600;1379;145;0;0;6;376;3506
"316935 TRES MARIAS";426;159;24;0;2;0;38;649
"316940 TRES PONTAS";2946;1446;187;0;7;49;871;5506
"316950 TUMIRITINGA";0;0;0;0;0;0;0;0
"316960 TUPACIGUARA";51;245;24;0;0;0;16;336
"316970 TURMALINA";461;266;45;0;0;0;150;922
"316980 TURVOLANDIA";0;0;0;0;0;0;0;0
"316990 UBA";8803;7495;433;0;16;57;3610;20414
"317000 UBAI";0;0;0;0;0;0;0;0
"317005 UBAPORANGA";0;0;0;0;0;0;0;0
"317010 UBERABA";11971;16139;926;21;145;598;4949;34749
"317020 UBERLANDIA";49642;15035;3833;25;1229;1470;12960;84194
"317030 UMBURATIBA";0;0;0;0;0;0;0;0
"317040 UNAI";722;993;227;0;4;0;422;2368
"317043 UNIAO DE MINAS";110;125;10;0;0;0;0;245
"317047 URUANA DE MINAS";0;0;0;0;0;0;0;0
"317050 URUCANIA";0;0;0;0;0;0;0;0
"317052 URUCUIA";20;52;0;0;0;0;7;79
"317057 VARGEM ALEGRE";0;0;0;0;0;0;0;0
"317060 VARGEM BONITA";0;0;0;0;0;0;0;0
"317065 VARGEM GRANDE DO RIO PARDO";0;0;0;0;0;0;0;0
"317070 VARGINHA";10560;5627;549;0;8;428;2781;19953
"317075 VARJAO DE MINAS";0;0;0;0;0;0;0;0
"317080 VARZEA DA PALMA";351;102;42;0;0;0;126;621
"317090 VARZELANDIA";232;347;0;0;0;0;125;704
"317100 VAZANTE";109;37;57;0;0;0;86;289
"317103 VERDELANDIA";0;0;0;0;0;0;0;0
"317107 VEREDINHA";0;0;0;0;0;0;0;0
"317110 VERISSIMO";0;0;0;0;0;0;0;0
"317115 VERMELHO NOVO";0;0;0;0;0;0;0;0
"317120 VESPASIANO";369;993;72;0;3;0;210;1647
"317130 VICOSA";7149;6116;192;0;9;5;1513;14984
"317140 VIEIRAS";0;0;0;0;0;0;0;0
"317150 MATHIAS LOBATO";0;0;0;0;0;0;0;0
"317160 VIRGEM DA LAPA";104;53;17;0;0;0;254;428
"317170 VIRGINIA";146;28;6;0;0;0;6;186
"317180 VIRGINOPOLIS";191;675;4;0;0;0;158;1028
"317190 VIRGOLANDIA";0;0;0;0;0;0;0;0
"317200 VISCONDE DO RIO BRANCO";1722;587;167;0;2;10;636;3124
"317210 VOLTA GRANDE";21;113;0;0;0;0;0;134
"317220 WENCESLAU BRAZ";0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - ES";0;0;0;0;0;0;0;0
"320010 AFONSO CLAUDIO";256;436;36;0;0;0;229;957
"320013 AGUIA BRANCA";0;0;0;0;0;0;0;0
"320016 AGUA DOCE DO NORTE";0;0;0;0;0;0;0;0
"320020 ALEGRE";474;374;46;0;0;8;288;1190
"320030 ALFREDO CHAVES";0;0;0;0;0;0;0;0
"320035 ALTO RIO NOVO";0;0;0;0;0;0;0;0
"320040 ANCHIETA";496;2560;43;0;0;0;107;3206
"320050 APIACA";28;44;0;0;0;0;0;72
"320060 ARACRUZ";321;1195;158;0;3;3;801;2481
"320070 ATILIO VIVACQUA";273;340;0;0;0;0;0;613
"320080 BAIXO GUANDU";463;508;15;0;1;0;311;1298
"320090 BARRA DE SAO FRANCISCO";180;102;55;0;0;0;92;429
"320100 BOA ESPERANCA";248;289;11;0;0;0;156;704
"320110 BOM JESUS DO NORTE";0;0;0;0;0;0;0;0
"320115 BREJETUBA";0;0;0;0;0;0;0;0
"320120 CACHOEIRO DE ITAPEMIRIM";10914;7123;744;9;129;393;3953;23265
"320130 CARIACICA";692;180;6;8;446;0;51;1383
"320140 CASTELO";919;470;36;0;1;0;525;1951
"320150 COLATINA";3378;1598;293;0;1;19;2102;7391
"320160 CONCEICAO DA BARRA";44;75;60;0;0;0;70;249
"320170 CONCEICAO DO CASTELO";64;60;17;0;0;0;36;177
"320180 DIVINO DE SAO LOURENCO";0;0;0;0;0;0;0;0
"320190 DOMINGOS MARTINS";553;382;55;0;0;1;68;1059
"320200 DORES DO RIO PRETO";0;0;0;0;0;0;0;0
"320210 ECOPORANGA";113;111;17;0;0;0;161;402
"320220 FUNDAO";5;16;0;0;0;0;0;21
"320225 GOVERNADOR LINDENBERG";0;0;0;0;0;0;0;0
"320230 GUACUI";1004;717;71;0;4;1;415;2212
"320240 GUARAPARI";526;1292;127;0;1;0;53;1999
"320245 IBATIBA";421;734;7;0;1;0;222;1385
"320250 IBIRACU";0;0;0;0;0;0;0;0
"320255 IBITIRAMA";0;0;0;0;0;0;0;0
"320260 ICONHA";85;140;11;0;0;0;61;297
"320265 IRUPI";0;0;0;0;0;0;0;0
"320270 ITAGUACU";114;33;2;0;0;0;53;202
"320280 ITAPEMIRIM";735;1427;99;0;2;0;376;2639
"320290 ITARANA";114;38;8;0;0;0;73;233
"320300 IUNA";506;441;19;0;3;0;178;1147
"320305 JAGUARE";23;16;9;0;0;0;0;48
"320310 JERONIMO MONTEIRO";302;264;38;0;0;3;223;830
"320313 JOAO NEIVA";303;654;29;0;0;0;121;1107
"320316 LARANJA DA TERRA";38;22;0;0;0;0;0;60
"320320 LINHARES";4371;3185;409;0;7;179;2314;10465
"320330 MANTENOPOLIS";73;32;5;0;2;0;83;195
"320332 MARATAIZES";0;0;0;0;0;0;0;0
"320334 MARECHAL FLORIANO";0;0;0;0;0;0;0;0
"320335 MARILANDIA";0;0;0;0;0;0;0;0
"320340 MIMOSO DO SUL";583;826;23;0;0;0;518;1950
"320350 MONTANHA";149;1668;5;0;0;0;242;2064
"320360 MUCURICI";50;51;12;0;0;0;0;113
"320370 MUNIZ FREIRE";400;185;10;0;0;0;245;840
"320380 MUQUI";101;75;9;0;0;0;0;185
"320390 NOVA VENECIA";934;1442;56;0;0;0;393;2825
"320400 PANCAS";52;55;9;0;0;0;60;176
"320405 PEDRO CANARIO";109;862;17;0;0;0;268;1256
"320410 PINHEIROS";259;604;28;0;0;0;0;891
"320420 PIUMA";38;28;8;0;0;0;32;106
"320425 PONTO BELO";0;0;0;0;0;0;0;0
"320430 PRESIDENTE KENNEDY";0;0;0;0;0;0;0;0
"320435 RIO BANANAL";12;65;8;0;0;0;0;85
"320440 RIO NOVO DO SUL";0;0;0;0;0;0;0;0
"320450 SANTA LEOPOLDINA";175;413;22;0;0;0;36;646
"320455 SANTA MARIA DE JETIBA";531;408;59;0;1;0;163;1162
"320460 SANTA TERESA";2546;609;119;0;0;0;293;3567
"320465 SAO DOMINGOS DO NORTE";0;0;0;0;0;0;0;0
"320470 SAO GABRIEL DA PALHA";138;210;46;0;0;0;349;743
"320480 SAO JOSE DO CALCADO";703;449;12;0;0;0;6;1170
"320490 SAO MATEUS";4452;5760;185;0;0;3;3502;13902
"320495 SAO ROQUE DO CANAA";0;0;0;0;0;0;0;0
"320500 SERRA";387;782;201;0;201;0;3905;5476
"320501 SOORETAMA";0;0;0;0;0;0;0;0
"320503 VARGEM ALTA";75;21;20;0;0;0;0;116
"320506 VENDA NOVA DO IMIGRANTE";323;388;57;0;4;0;112;884
"320510 VIANA";0;0;0;0;0;0;0;0
"320515 VILA PAVAO";0;0;0;0;0;0;0;0
"320517 VILA VALERIO";0;0;0;0;0;0;0;0
"320520 VILA VELHA";18394;8011;1364;9;35;988;4057;32858
"320530 VITORIA";36124;19171;2771;2;289;766;22566;81689
" MUNICIPIO IGNORADO - RJ";0;0;0;0;0;0;0;0
"330010 ANGRA DOS REIS";4434;2388;241;0;90;34;2343;9530
"330015 APERIBE";257;165;9;0;0;0;89;520
"330020 ARARUAMA";4284;3918;200;0;67;61;1192;9722
"330022 AREAL";223;152;7;0;0;0;63;445
"330023 ARMACAO DOS BUZIOS";0;0;0;0;0;0;0;0
"330025 ARRAIAL DO CABO";470;126;14;0;0;0;0;610
"330030 BARRA DO PIRAI";2137;933;137;0;2;11;310;3530
"330040 BARRA MANSA";4489;5048;292;0;0;544;1127;11500
"330045 BELFORD ROXO";5004;2272;421;0;0;0;1686;9383
"330050 BOM JARDIM";362;437;54;0;1;9;175;1038
"330060 BOM JESUS DO ITABAPOANA";2158;1947;165;0;2;15;1123;5410
"330070 CABO FRIO";3841;739;400;0;79;1191;1222;7472
"330080 CACHOEIRAS DE MACACU";33;193;111;0;0;0;0;337
"330090 CAMBUCI";216;623;78;0;0;0;76;993
"330093 CARAPEBUS";0;0;0;0;0;0;0;0
"330095 COMENDADOR LEVY GASPARIAN";0;0;0;0;0;0;0;0
"330100 CAMPOS DOS GOYTACAZES";26676;19047;1106;9;21;761;9040;56660
"330110 CANTAGALO";873;177;29;0;0;2;23;1104
"330115 CARDOSO MOREIRA";0;0;0;0;0;0;0;0
"330120 CARMO";5;58;20;0;0;0;41;124
"330130 CASIMIRO DE ABREU";398;478;32;0;0;0;128;1036
"330140 CONCEICAO DE MACABU";181;93;0;0;0;0;0;274
"330150 CORDEIRO";649;144;24;0;0;4;246;1067
"330160 DUAS BARRAS";88;107;18;0;0;0;0;213
"330170 DUQUE DE CAXIAS";9684;16177;539;0;13;103;1002;27518
"330180 ENGENHEIRO PAULO DE FRONTIN";239;449;27;0;0;0;220;935
"330185 GUAPIMIRIM";651;814;37;0;0;0;264;1766
"330187 IGUABA GRANDE";0;0;0;0;0;0;0;0
"330190 ITABORAI";7275;8539;251;0;5;0;1859;17929
"330200 ITAGUAI";1258;1640;60;0;1;0;519;3478
"330205 ITALVA";438;126;140;0;0;0;233;937
"330210 ITAOCARA";1555;1275;94;0;0;4;343;3271
"330220 ITAPERUNA";9076;14057;355;1;3;1287;2438;27217
"330225 ITATIAIA";324;78;4;0;0;0;204;610
"330227 JAPERI";936;2589;248;0;0;0;0;3773
"330230 LAJE DO MURIAE";53;343;7;0;0;0;122;525
"330240 MACAE";10094;8208;863;0;59;35;2745;22004
"330245 MACUCO";0;0;0;0;0;0;0;0
"330250 MAGE";2372;4595;160;0;3;0;1222;8352
"330260 MANGARATIBA";151;339;67;0;0;0;71;628
"330270 MARICA";343;746;33;0;0;0;32;1154
"330280 MENDES";413;538;0;0;0;0;151;1102
"330285 MESQUITA";0;0;0;0;0;0;0;0
"330290 MIGUEL PEREIRA";1130;728;103;0;0;0;556;2517
"330300 MIRACEMA";1195;999;29;0;0;9;453;2685
"330310 NATIVIDADE";484;767;0;0;0;0;224;1475
"330320 NILOPOLIS";4706;4126;22;0;0;0;0;8854
"330330 NITEROI";24415;15033;638;0;178;62;6480;46806
"330340 NOVA FRIBURGO";7260;9641;280;0;15;234;2453;19883
"330350 NOVA IGUACU";5554;13173;448;16;1;70;6472;25734
"330360 PARACAMBI";1642;2634;118;0;0;0;344;4738
"330370 PARAIBA DO SUL";609;259;171;0;0;0;114;1153
"330380 PARATY";542;567;44;0;0;0;0;1153
"330385 PATY DO ALFERES";0;0;0;0;0;0;0;0
"330390 PETROPOLIS";30003;11378;945;3;43;337;8318;51027
"330395 PINHEIRAL";0;0;0;0;0;0;0;0
"330400 PIRAI";1613;518;32;0;1;0;265;2429
"330410 PORCIUNCULA";31;510;3;0;0;0;284;828
"330411 PORTO REAL";0;3;1;0;0;0;0;4
"330412 QUATIS";1;530;4;0;0;0;160;695
"330414 QUEIMADOS";529;384;0;0;0;0;1198;2111
"330415 QUISSAMA";959;1455;105;0;2;0;224;2745
"330420 RESENDE";4274;2804;295;0;13;21;1596;9003
"330430 RIO BONITO";3750;1140;155;0;4;42;1196;6287
"330440 RIO CLARO";203;54;0;0;0;0;195;452
"330450 RIO DAS FLORES";38;28;9;0;0;0;4;79
"330452 RIO DAS OSTRAS";0;0;0;0;0;0;0;0
"330455 RIO DE JANEIRO";236877;117554;9830;87;2645;1903;72956;441852
"330460 SANTA MARIA MADALENA";169;75;27;0;0;0;87;358
"330470 SANTO ANTONIO DE PADUA";1009;2166;84;0;0;21;648;3928
"330475 SAO FRANCISCO DE ITABAPOANA";248;400;24;0;0;0;50;722
"330480 SAO FIDELIS";996;2654;11;0;0;0;795;4456
"330490 SAO GONCALO";8108;19934;1370;0;6;281;5543;35242
"330500 SAO JOAO DA BARRA";187;287;25;0;0;0;44;543
"330510 SAO JOAO DE MERITI";2796;16140;105;0;0;0;2645;21686
"330513 SAO JOSE DE UBA";0;0;0;0;0;0;0;0
"330515 SAO JOSE DO VALE DO RIO PRETO";379;282;22;0;0;0;181;864
"330520 SAO PEDRO DA ALDEIA";197;110;70;0;0;0;0;377
"330530 SAO SEBASTIAO DO ALTO";255;154;22;0;0;6;7;444
"330540 SAPUCAIA";0;0;0;0;0;0;0;0
"330550 SAQUAREMA";1863;2007;118;0;0;0;71;4059
"330555 SEROPEDICA";311;288;29;0;2;0;9;639
"330560 SILVA JARDIM";184;500;0;0;0;0;0;684
"330570 SUMIDOURO";60;210;12;0;0;0;47;329
"330575 TANGUA";0;200;0;0;0;0;0;200
"330580 TERESOPOLIS";7464;7857;243;0;26;85;3261;18936
"330590 TRAJANO DE MORAES";195;130;30;0;0;0;83;438
"330600 TRES RIOS";3234;2598;747;0;12;50;1096;7737
"330610 VALENCA";7374;1782;125;0;5;24;1244;10554
"330615 VARRE-SAI";59;273;7;0;0;0;56;395
"330620 VASSOURAS";2438;2619;95;0;4;90;1000;6246
"330630 VOLTA REDONDA";19993;10780;795;0;61;178;2490;34297
" MUNICIPIO IGNORADO - SP";0;0;0;0;0;0;0;0
"350010 ADAMANTINA";3927;1632;64;0;1;11;743;6378
"350020 ADOLFO";0;0;0;0;0;0;0;0
"350030 AGUAI";948;323;231;0;0;2;270;1774
"350040 AGUAS DA PRATA";0;0;0;0;0;0;0;0
"350050 AGUAS DE LINDOIA";468;182;26;0;2;0;321;999
"350055 AGUAS DE SANTA BARBARA";0;0;0;0;0;0;0;0
"350060 AGUAS DE SAO PEDRO";0;0;0;0;0;0;0;0
"350070 AGUDOS";581;899;74;0;0;8;162;1724
"350075 ALAMBARI";0;0;0;0;0;0;0;0
"350080 ALFREDO MARCONDES";0;0;0;0;0;0;0;0
"350090 ALTAIR";0;0;0;0;0;0;0;0
"350100 ALTINOPOLIS";367;251;18;0;0;0;8;644
"350110 ALTO ALEGRE";8;51;12;0;0;0;0;71
"350115 ALUMINIO";0;0;0;0;0;0;0;0
"350120 ALVARES FLORENCE";0;0;0;0;0;0;0;0
"350130 ALVARES MACHADO";288;296;29;0;0;0;5;618
"350140 ALVARO DE CARVALHO";0;0;0;0;0;0;0;0
"350150 ALVINLANDIA";0;0;0;0;0;0;0;0
"350160 AMERICANA";4863;2859;205;4;11;50;919;8911
"350170 AMERICO BRASILIENSE";351;547;32;0;0;0;27;957
"350180 AMERICO DE CAMPOS";0;0;0;0;0;0;0;0
"350190 AMPARO";2929;2568;76;0;1;15;338;5927
"350200 ANALANDIA";0;0;0;0;0;0;0;0
"350210 ANDRADINA";2564;2389;97;0;12;20;1217;6299
"350220 ANGATUBA";1028;1449;40;0;2;0;398;2917
"350230 ANHEMBI";0;0;0;0;0;0;0;0
"350240 ANHUMAS";0;0;0;0;0;0;0;0
"350250 APARECIDA";1683;1315;874;0;18;33;578;4501
"350260 APARECIDA D'OESTE";30;168;1;0;0;0;0;199
"350270 APIAI";963;796;127;0;2;0;455;2343
"350275 ARACARIGUAMA";0;0;0;0;0;0;0;0
"350280 ARACATUBA";11102;10813;622;0;51;368;4077;27033
"350290 ARACOIABA DA SERRA";0;0;0;0;0;0;0;0
"350300 ARAMINA";0;0;0;0;0;0;0;0
"350310 ARANDU";14;9;2;0;0;0;0;25
"350315 ARAPEI";0;0;0;0;0;0;0;0
"350320 ARARAQUARA";5685;5952;249;0;8;325;1683;13902
"350330 ARARAS";5913;4388;246;0;4;183;1233;11967
"350335 ARCO-IRIS";0;0;0;0;0;0;0;0
"350340 AREALVA";17;88;0;0;0;0;1;106
"350350 AREIAS";0;0;0;0;0;0;0;0
"350360 AREIOPOLIS";0;0;0;0;0;0;0;0
"350370 ARIRANHA";39;123;11;0;0;0;25;198
"350380 ARTUR NOGUEIRA";0;0;0;0;0;0;0;0
"350390 ARUJA";0;0;0;0;0;0;0;0
"350395 ASPASIA";0;0;0;0;0;0;0;0
"350400 ASSIS";7342;5560;354;1;32;75;1702;15066
"350410 ATIBAIA";1321;1168;67;0;3;8;354;2921
"350420 AURIFLAMA";294;527;48;0;2;1;175;1047
"350430 AVAI";0;0;0;0;0;0;0;0
"350440 AVANHANDAVA";0;0;0;0;0;0;0;0
"350450 AVARE";2312;3088;231;0;7;479;1033;7150
"350460 BADY BASSITT";0;0;0;0;0;0;0;0
"350470 BALBINOS";0;0;0;0;0;0;0;0
"350480 BALSAMO";0;0;0;0;0;0;0;0
"350490 BANANAL";58;114;3;0;0;0;10;185
"350500 BARAO DE ANTONINA";0;0;0;0;0;0;0;0
"350510 BARBOSA";0;0;0;0;0;0;0;0
"350520 BARIRI";578;630;50;0;2;8;350;1618
"350530 BARRA BONITA";146;458;12;0;0;0;234;850
"350535 BARRA DO CHAPEU";0;0;0;0;0;0;0;0
"350540 BARRA DO TURVO";0;0;0;0;0;0;0;0
"350550 BARRETOS";24250;23362;931;130;60;328;6116;55177
"350560 BARRINHA";0;0;0;0;0;0;0;0
"350570 BARUERI";4620;6668;286;0;34;0;473;12081
"350580 BASTOS";384;544;11;0;1;0;211;1151
"350590 BATATAIS";2142;1370;126;0;1;26;454;4119
"350600 BAURU";23610;20165;2469;48;46;382;8078;54798
"350610 BEBEDOURO";1417;1843;126;0;3;4;818;4211
"350620 BENTO DE ABREU";0;0;0;0;0;0;0;0
"350630 BERNARDINO DE CAMPOS";195;269;18;0;2;0;8;492
"350635 BERTIOGA";443;164;151;0;1;0;84;843
"350640 BILAC";20;124;7;0;0;0;0;151
"350650 BIRIGUI";2153;2733;201;0;1;31;275;5394
"350660 BIRITIBA-MIRIM";148;249;0;0;0;0;0;397
"350670 BOA ESPERANCA DO SUL";60;67;32;0;0;0;7;166
"350680 BOCAINA";16;215;15;0;0;0;45;291
"350690 BOFETE";0;0;0;0;0;0;0;0
"350700 BOITUVA";704;599;69;0;0;1;94;1467
"350710 BOM JESUS DOS PERDOES";0;72;0;0;0;0;0;72
"350715 BOM SUCESSO DE ITARARE";0;0;0;0;0;0;0;0
"350720 BORA";0;0;0;0;0;0;0;0
"350730 BORACEIA";0;0;0;0;0;0;0;0
"350740 BORBOREMA";230;726;19;0;0;0;95;1070
"350745 BOREBI";0;0;0;0;0;0;0;0
"350750 BOTUCATU";8067;11781;760;28;422;717;4073;25848
"350760 BRAGANCA PAULISTA";8255;4840;344;0;9;81;2172;15701
"350770 BRAUNA";0;0;0;0;0;0;0;0
"350775 BREJO ALEGRE";0;0;0;0;0;0;0;0
"350780 BRODOWSKI";0;0;0;0;0;0;0;0
"350790 BROTAS";136;441;32;0;0;6;147;762
"350800 BURI";58;46;26;0;0;0;36;166
"350810 BURITAMA";331;418;11;0;0;0;16;776
"350820 BURITIZAL";0;0;0;0;0;0;0;0
"350830 CABRALIA PAULISTA";0;0;0;0;0;0;0;0
"350840 CABREUVA";129;77;36;0;1;0;126;369
"350850 CACAPAVA";1748;2285;259;0;7;10;734;5043
"350860 CACHOEIRA PAULISTA";881;1003;36;0;1;0;286;2207
"350870 CACONDE";204;989;27;0;0;0;349;1569
"350880 CAFELANDIA";507;806;22;0;0;0;142;1477
"350890 CAIABU";0;0;0;0;0;0;0;0
"350900 CAIEIRAS";386;1051;48;0;0;0;39;1524
"350910 CAIUA";0;0;0;0;0;0;0;0
"350920 CAJAMAR";1246;1288;63;0;0;0;110;2707
"350925 CAJATI";367;617;0;0;0;0;0;984
"350930 CAJOBI";232;265;11;0;0;0;87;595
"350940 CAJURU";870;1505;37;0;2;0;330;2744
"350945 CAMPINA DO MONTE ALEGRE";0;0;0;0;0;0;0;0
"350950 CAMPINAS";80470;19104;3148;175;2694;1155;13067;119813
"350960 CAMPO LIMPO PAULISTA";1218;670;69;0;2;0;303;2262
"350970 CAMPOS DO JORDAO";801;2242;102;0;3;15;0;3163
"350980 CAMPOS NOVOS PAULISTA";0;0;0;0;0;0;0;0
"350990 CANANEIA";0;0;0;0;0;0;0;0
"350995 CANAS";0;0;0;0;0;0;0;0
